date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:07:09	76371/76371	---MCZ	200	added ('OK')	text/html	etag:W/%2208c2044fdb29661e4453a39211def9de--gzip%22	https://www.focusbuildinginspections.com/portfolio/tag/Bank	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/tag/Bank.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Tulsa)
15:07:09	104556/104556	---MCZ	200	added ('OK')	text/html	etag:W/%223f93a33800a1cfb4c0e40d0e4aea9f00--gzip%22	https://www.focusbuildinginspections.com/portfolio/10010-e-71st-st-tulsa-oklahoma	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/10010-e-71st-st-tulsa-oklahoma.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Tulsa)
15:07:10	104520/104520	---MCZ	200	added ('OK')	text/html	etag:W/%22aeb6cad5d402177cb83ca8fb3b4de025--gzip%22	https://www.focusbuildinginspections.com/portfolio/6336-e-4th-pl-tulsa-ok	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/6336-e-4th-pl-tulsa-ok.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Tulsa)
15:07:10	104746/104746	---MCZ	200	added ('OK')	text/html	etag:W/%224b53be8d1c8a985b759046397753a818--gzip%22	https://www.focusbuildinginspections.com/portfolio/6430-s-39th-w-ave-tulsa-ok	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/6430-s-39th-w-ave-tulsa-ok.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Tulsa)
15:07:11	104215/104215	---MCZ	200	added ('OK')	text/html	etag:W/%229b87a4e1a54ab5aea8987dfb3c7c42fc--gzip%22	https://www.focusbuildinginspections.com/portfolio/618-e-3rd-st-tulsa-ok	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/618-e-3rd-st-tulsa-ok.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Tulsa)
15:07:11	135468/135468	---MCZ	200	added ('OK')	text/html	etag:W/%22acdfd40319f92211531908585101f179--gzip%22	https://www.focusbuildinginspections.com/portfolio?offset=1631846400142&tag=Tulsa	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfoliof6e7.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Tulsa)
15:07:12	20520/20520	---M-Z	200	added ('OK')	text/html	etag:W/%22ed93a183fe00a8d6f9b1adcc79199bee--gzip%22	https://www.focusbuildinginspections.com/portfolio/1506-greene-st-adel-ia?format=amp	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/1506-greene-st-adel-ia22c8.html	(from https://www.focusbuildinginspections.com/portfolio/1506-greene-st-adel-ia)
15:07:14	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Mon,%2019%20Aug%202024%2019:07:12%20GMT	http://static1.squarespace.com/static/5d001d104818a50001b97de8/t/66bd724a0aa7a62c08c0f004/1723691594388/1506+Greene+St+Adel+IA+-+Commercial+Building+Inspection+-+Google+Maps+Image.png?format=1500w	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/static1.squarespace.com/static/5d001d104818a50001b97de8/t/66bd724a0aa7a62c08c0f004/1723691594388/1506+Greene+St+Adel+IA+-+Commercial+Building+Inspection+-+Google+Maps+Image.16226f7.del	(from https://www.focusbuildinginspections.com/portfolio/1506-greene-st-adel-ia)
15:07:14	20850/20850	---M-Z	200	added ('OK')	text/html	etag:W/%22085d5b2a70bad2c906d42abe90d63c22--gzip%22	https://www.focusbuildinginspections.com/portfolio/3920-e-91st-st-tulsa-ok?format=amp	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/3920-e-91st-st-tulsa-ok22c8.html	(from https://www.focusbuildinginspections.com/portfolio/3920-e-91st-st-tulsa-ok)
15:07:15	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Mon,%2019%20Aug%202024%2019:07:14%20GMT	http://static1.squarespace.com/static/5d001d104818a50001b97de8/t/66bd6ec56e359c75a2e89f36/1723690693976/3920+E+91st+St+Tulsa+OK+-+Commercial+Building+Inspection+-+Loopnet.jpg?format=1500w	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/static1.squarespace.com/static/5d001d104818a50001b97de8/t/66bd6ec56e359c75a2e89f36/1723690693976/3920+E+91st+St+Tulsa+OK+-+Commercial+Building+Inspection+-+Loopnet26f7.jpg	(from https://www.focusbuildinginspections.com/portfolio/3920-e-91st-st-tulsa-ok)
15:07:15	84088/84088	---M--	200	added ('OK')	image/png	etag:CKnM2s+C9ocDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1723691337747-NUZM60MMN1MLFT59NANI/1506+Greene+St+Adel+IA+-+Commercial+Building+Inspection+-+Google+Maps.png	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1723691337747-NUZM60MMN1MLFT59NANI/1506+Greene+St+Adel+IA+-+Commercial+Building+Inspection+-+Google+Maps.png	(from https://www.focusbuildinginspections.com/portfolio/1506-greene-st-adel-ia)
15:07:16	959006/959006	---M--	200	added ('OK')	image/png	etag:CKOWk9CC9ocDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1723691338381-GTNIL8UKKDOWQ2DY2JVQ/1506+Greene+St+Adel+IA+-+Commercial+Building+Inspection+-+Google+Maps+Image.png	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1723691338381-GTNIL8UKKDOWQ2DY2JVQ/1506+Greene+St+Adel+IA+-+Commercial+Building+Inspection+-+Google+Maps+Image.163.delaye	(from https://www.focusbuildinginspections.com/portfolio/1506-greene-st-adel-ia)
15:07:16	359258/359258	---M--	200	added ('OK')	image/jpeg	etag:CKjD5t/+9YcDEAE=	https://images.squarespace-cdn.com/content/5d001d104818a50001b97de8/1723690297499-OZS8ACMX5SBKVPDKL68L/3920+E+91st+St+Tulsa+OK+-+Commercial+Building+Inspection+-+Loopnet.jpg?format=1500w&content-type=image%2Fjpeg	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/5d001d104818a50001b97de8/1723690297499-OZS8ACMX5SBKVPDKL68L/3920+E+91st+St+Tulsa+OK+-+Commercial+Building+Inspection+-+Loopnet43a3.jpg	(from https://www.focusbuildinginspections.com/portfolio/3920-e-91st-st-tulsa-ok)
15:07:16	704803/704803	---M--	200	added ('OK')	image/jpeg	etag:CJuo59/+9YcDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1723690297499-OZS8ACMX5SBKVPDKL68L/3920+E+91st+St+Tulsa+OK+-+Commercial+Building+Inspection+-+Loopnet.jpg	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1723690297499-OZS8ACMX5SBKVPDKL68L/3920+E+91st+St+Tulsa+OK+-+Commercial+Building+Inspection+-+Loopnet.jpg	(from https://www.focusbuildinginspections.com/portfolio/3920-e-91st-st-tulsa-ok)
15:07:16	168156/168156	---M--	200	added ('OK')	image/png	etag:CMjanN/+9YcDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1723690296733-EVL57OA8T8QBOX8OYABK/3920+E+91st+St+Tulsa+OK+-+Commercial+Building+Inspection+-+Google+Maps.jpg.png	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1723690296733-EVL57OA8T8QBOX8OYABK/3920+E+91st+St+Tulsa+OK+-+Commercial+Building+Inspection+-+Google+Maps.jpg.png	(from https://www.focusbuildinginspections.com/portfolio/3920-e-91st-st-tulsa-ok)
15:07:17	20866/20866	---M-Z	200	added ('OK')	text/html	etag:W/%22b861a2dcec754a0e1328583598ba4eba--gzip%22	https://www.focusbuildinginspections.com/portfolio/1228-pecan-ave-pawhuska-ok?format=amp	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/1228-pecan-ave-pawhuska-ok22c8.html	(from https://www.focusbuildinginspections.com/portfolio/1228-pecan-ave-pawhuska-ok)
15:07:18	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Mon,%2019%20Aug%202024%2019:07:17%20GMT	http://static1.squarespace.com/static/5d001d104818a50001b97de8/t/66bd6be9ed1ccd1dfde9ffac/1723689961540/1228+Pecan+Ave+Pawhuska+OK+-+Commercial+Building+Inspection+-+Google+Maps+Image.png?format=1500w	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/static1.squarespace.com/static/5d001d104818a50001b97de8/t/66bd6be9ed1ccd1dfde9ffac/1723689961540/1228+Pecan+Ave+Pawhuska+OK+-+Commercial+Building+Inspection+-+Google+Maps+Image.16b26f7	(from https://www.focusbuildinginspections.com/portfolio/1228-pecan-ave-pawhuska-ok)
15:07:19	20793/20793	---M-Z	200	added ('OK')	text/html	etag:W/%22d315d2d562841135c32e4867f25267da--gzip%22	https://www.focusbuildinginspections.com/portfolio/2714-se-otis-corley-dr-bentonville-ar?format=amp	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/2714-se-otis-corley-dr-bentonville-ar22c8.html	(from https://www.focusbuildinginspections.com/portfolio/2714-se-otis-corley-dr-bentonville-ar)
15:07:21	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Mon,%2019%20Aug%202024%2019:07:19%20GMT	http://static1.squarespace.com/static/5d001d104818a50001b97de8/t/66bd692a231577146911062a/1723689258320/2714+SE+Otis+Corley+Dr+Bentonville+AR+-+Commercial+Building+Inspection+-+Loopnet.jpg?format=1500w	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/static1.squarespace.com/static/5d001d104818a50001b97de8/t/66bd692a231577146911062a/1723689258320/2714+SE+Otis+Corley+Dr+Bentonville+AR+-+Commercial+Building+Inspection+-+Loopnet.16f26f	(from https://www.focusbuildinginspections.com/portfolio/2714-se-otis-corley-dr-bentonville-ar)
15:07:21	165271/165271	---M--	200	added ('OK')	image/png	etag:CLKJ+/j89YcDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1723689813627-6NAJU0L81DSV1H2M67CQ/1228+Pecan+Ave+Pawhuska+OK+-+Commercial+Building+Inspection+-+Google+Maps.png	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1723689813627-6NAJU0L81DSV1H2M67CQ/1228+Pecan+Ave+Pawhuska+OK+-+Commercial+Building+Inspection+-+Google+Maps.png	(from https://www.focusbuildinginspections.com/portfolio/1228-pecan-ave-pawhuska-ok)
15:07:21	501411/501411	---M--	200	added ('OK')	image/png	etag:COjMrPn89YcDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1723689814005-TQSHIBJF2L45LKTTUMDP/1228+Pecan+Ave+Pawhuska+OK+-+Commercial+Building+Inspection+-+Google+Maps+Image.png	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1723689814005-TQSHIBJF2L45LKTTUMDP/1228+Pecan+Ave+Pawhuska+OK+-+Commercial+Building+Inspection+-+Google+Maps+Image.16c.de	(from https://www.focusbuildinginspections.com/portfolio/1228-pecan-ave-pawhuska-ok)
15:07:21	564688/564688	---M--	200	added ('OK')	image/jpeg	etag:CJbLr+759YcDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1723688985398-XDKE3E6RYF6EL5FIIJLK/2714+SE+Otis+Corley+Dr+Bentonville+AR+-+Commercial+Building+Inspection+-+Loopnet.jpg	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1723688985398-XDKE3E6RYF6EL5FIIJLK/2714+SE+Otis+Corley+Dr+Bentonville+AR+-+Commercial+Building+Inspection+-+Loopnet.170.d	(from https://www.focusbuildinginspections.com/portfolio/2714-se-otis-corley-dr-bentonville-ar)
15:07:21	124172/124172	---M--	200	added ('OK')	image/png	etag:COfs1+359YcDEAE=	https://images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1723688984723-O96GAWK8GLOEUR5N5PB3/2714+SE+Otis+Corley+Dr+Bentonville+AR+-+Commercial+Building+Inspection+-+Google+Maps.jpg.png	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/images.squarespace-cdn.com/content/v1/5d001d104818a50001b97de8/1723688984723-O96GAWK8GLOEUR5N5PB3/2714+SE+Otis+Corley+Dr+Bentonville+AR+-+Commercial+Building+Inspection+-+Google+Maps.j	(from https://www.focusbuildinginspections.com/portfolio/2714-se-otis-corley-dr-bentonville-ar)
15:07:21	105115/105115	---MCZ	200	added ('OK')	text/html	etag:W/%22654479c77a7f92150fc46067ce4c5526--gzip%22	https://www.focusbuildinginspections.com/portfolio/5400-sw-33rd-st-oklahoma-city-ok	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/5400-sw-33rd-st-oklahoma-city-ok.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Industrial+Manufacturing+Building)
15:07:22	105108/105108	---MCZ	200	added ('OK')	text/html	etag:W/%224bae322de2b74bbc5e962a4122815b92--gzip%22	https://www.focusbuildinginspections.com/portfolio/7128-sw-44th-st-oklahoma-city-ok	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/7128-sw-44th-st-oklahoma-city-ok.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Industrial+Manufacturing+Building)
15:07:23	105223/105223	---MCZ	200	added ('OK')	text/html	etag:W/%227726275c0d44da19d9f26b84d5298ed4--gzip%22	https://www.focusbuildinginspections.com/portfolio/1415-w-summit-ave-ponca-city-ok	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/1415-w-summit-ave-ponca-city-ok.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Industrial+Manufacturing+Building)
15:07:23	69083/69083	---MCZ	200	added ('OK')	text/html	etag:W/%22abe8aa1998306681f82acd662c37edf4--gzip%22	https://www.focusbuildinginspections.com/portfolio/tag/Ponca+City	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/tag/Ponca+City.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Industrial+Manufacturing+Building)
15:07:24	105485/105485	---MCZ	200	added ('OK')	text/html	etag:W/%22be94588f90c47e306b99b7aab13cc4a6--gzip%22	https://www.focusbuildinginspections.com/portfolio/12701-n-santa-fe-ave-oklahoma-city-ok	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/12701-n-santa-fe-ave-oklahoma-city-ok.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Industrial+Manufacturing+Building)
15:07:24	104776/104776	---MCZ	200	added ('OK')	text/html	etag:W/%22c288766ed84192ded2245227d83d6dae--gzip%22	https://www.focusbuildinginspections.com/portfolio/24403-amah-pkwy-claremore-ok	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/24403-amah-pkwy-claremore-ok.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Industrial+Manufacturing+Building)
15:07:25	69001/69001	---MCZ	200	added ('OK')	text/html	etag:W/%228791f9ce55ef4e43890dcba0d9f074e0--gzip%22	https://www.focusbuildinginspections.com/portfolio/tag/Claremore	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/tag/Claremore.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Industrial+Manufacturing+Building)
15:07:25	104526/104526	---M-Z	200	added ('OK')	text/html	etag:W/%22ef40cf95a3ac3f9fd64819d81e585a2d--gzip%22	https://www.focusbuildinginspections.com/portfolio/432-court-st-muskogee-ok	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/432-court-st-muskogee-ok.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Industrial+Manufacturing+Building)
15:07:26	105568/105568	---MCZ	200	added ('OK')	text/html	etag:W/%228ff8231779d1ae6952fdfc3b8d223c6d--gzip%22	https://www.focusbuildinginspections.com/portfolio/8301-n-i-35-service-rd-oklahoma-city-ok	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/8301-n-i-35-service-rd-oklahoma-city-ok.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Industrial+Manufacturing+Building)
15:07:26	104596/104596	---MCZ	200	added ('OK')	text/html	etag:W/%22ea46a7ce7adc463cce89152a61615dc2--gzip%22	https://www.focusbuildinginspections.com/portfolio/9525-e-55th-st-tulsa-ok	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/9525-e-55th-st-tulsa-ok.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Industrial+Manufacturing+Building)
15:07:27	104514/104514	---MCZ	200	added ('OK')	text/html	etag:W/%225b0e48b9fd72113966bae51d21932282--gzip%22	https://www.focusbuildinginspections.com/portfolio/201-north-st-muskogee-ok	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/201-north-st-muskogee-ok.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Industrial+Manufacturing+Building)
15:07:27	104630/104630	---M-Z	200	added ('OK')	text/html	etag:W/%2211b6847c38fc2245275c15e11aba8dec--gzip%22	https://www.focusbuildinginspections.com/portfolio/3112-e-admiral-pl-tulsa-ok	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/3112-e-admiral-pl-tulsa-ok.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Industrial+Manufacturing+Building)
15:07:27	104434/104434	---M-Z	200	added ('OK')	text/html	etag:W/%222ee93dbd2cb6eeb518bb4d7c9e24bfd6%22	https://www.focusbuildinginspections.com/portfolio/1000-14th-st-dewey-ok	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/1000-14th-st-dewey-ok.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Industrial+Manufacturing+Building)
15:07:28	68927/68927	---M-Z	200	added ('OK')	text/html	etag:W/%225367ea78bea3572d16441c8d000734a1--gzip%22	https://www.focusbuildinginspections.com/portfolio/tag/Dewey	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/tag/Dewey.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Industrial+Manufacturing+Building)
15:07:29	108072/108072	---M-Z	200	added ('OK')	text/html	etag:W/%224e445637b69ecd2616905aca68a55b41%22	https://www.focusbuildinginspections.com/portfolio/6300-equitable-dr-kansas-city-mo	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/6300-equitable-dr-kansas-city-mo.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Industrial+Manufacturing+Building)
15:07:29	69059/69059	---MCZ	200	added ('OK')	text/html	etag:W/%22ce4d299385dd8fe962f5b37add49e88f--gzip%22	https://www.focusbuildinginspections.com/portfolio/tag/Kansas+City	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/tag/Kansas+City.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Industrial+Manufacturing+Building)
15:07:31	100902/100902	---MCZ	200	added ('OK')	text/html	etag:W/%222c48e289b3183ebd3dad334a6beb36f3--gzip%22	https://www.focusbuildinginspections.com/portfolio?offset=1622167620536&tag=Industrial+Manufacturing+Building	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio4d96.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Industrial+Manufacturing+Building)
15:07:32	46612/46612	---M-Z	200	added ('OK')	text/javascript	etag:%228e49ef928b8fefef2e61314d88f44ee9%22	http://assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-b04e50d820587410e7d7-min.en-US.js	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/assets.squarespace.com/universal/scripts-compressed/extract-css-runtime-b04e50d820587410e7d7-min.en-US.js	(from https://www.focusbuildinginspections.com/portfolio/tag/Arkansas)
15:07:32	104587/104587	---M-Z	200	added ('OK')	text/html	etag:W/%2255eb8d7b6cad4c0f3fd8fb2fb4e744d0%22	https://www.focusbuildinginspections.com/portfolio/201-sw-14th-st-bentonville-ar	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/201-sw-14th-st-bentonville-ar.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Arkansas)
15:07:32	104708/104708	---MCZ	200	added ('OK')	text/html	etag:W/%22c225d175c3b83fe59d887db5d8ea054a--gzip%22	https://www.focusbuildinginspections.com/portfolio/7322-w-sunset-ave-springdale-ar	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/7322-w-sunset-ave-springdale-ar.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Arkansas)
15:07:32	104776/104776	---MCZ	200	added ('OK')	text/html	etag:W/%225ebbe311adad28ed182f47fe4fbd6df2--gzip%22	https://www.focusbuildinginspections.com/portfolio/3825-phoenix-ave-fort-smith-ar	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/3825-phoenix-ave-fort-smith-ar.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Arkansas)
15:07:33	69013/69013	---MCZ	200	added ('OK')	text/html	etag:W/%222024a39792497dc00aa6bf9c79926620--gzip%22	https://www.focusbuildinginspections.com/portfolio/tag/Fort+Smith	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/tag/Fort+Smith.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Arkansas)
15:07:33	104353/104353	---MCZ	200	added ('OK')	text/html	etag:W/%22b7615f1272a9ed695d14fc461be3c36e--gzip%22	https://www.focusbuildinginspections.com/portfolio/300-sw-6th-st-bentonville-ar	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/300-sw-6th-st-bentonville-ar.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Arkansas)
15:07:34	104463/104463	---MCZ	200	added ('OK')	text/html	etag:W/%225f4dbccb8f3c94911777d53057cca57c--gzip%22	https://www.focusbuildinginspections.com/portfolio/224-se-2nd-st-bentonville-ar	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/224-se-2nd-st-bentonville-ar.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Arkansas)
15:07:34	105237/105237	---MCZ	200	added ('OK')	text/html	etag:W/%22b6c3d66386ce0324f1ee44e08e38b3b3--gzip%22	https://www.focusbuildinginspections.com/portfolio/1134-north-oakland-ave-fayetteville-ar	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/1134-north-oakland-ave-fayetteville-ar.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Arkansas)
15:07:35	69111/69111	---MCZ	200	added ('OK')	text/html	etag:W/%22e89825e199412f45fc199a0efe21976b--gzip%22	https://www.focusbuildinginspections.com/portfolio/tag/Fayetteville	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/tag/Fayetteville.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Arkansas)
15:07:35	107930/107930	---M-Z	200	added ('OK')	text/html	etag:W/%22dc7aedd126a384f27eb2604f42fbcd5f--gzip%22	https://www.focusbuildinginspections.com/portfolio/4203-w-huntington-dr-rogers-ar	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/4203-w-huntington-dr-rogers-ar.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Arkansas)
15:07:36	68870/68870	---MCZ	200	added ('OK')	text/html	etag:W/%22433115c6cf165bc25b9db66016254575--gzip%22	https://www.focusbuildinginspections.com/portfolio/tag/Rogers	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/tag/Rogers.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Arkansas)
15:07:36	104222/104222	---M-Z	200	added ('OK')	text/html	etag:W/%2228360fe8d8c63be401760fb3e981d85b--gzip%22	https://www.focusbuildinginspections.com/portfolio/17036-n-state-highway-7-dardanelle-ar	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/17036-n-state-highway-7-dardanelle-ar.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Arkansas)
15:07:37	68993/68993	---MCZ	200	added ('OK')	text/html	etag:W/%225f4a4369714735b6e172d0c78a8b8e99--gzip%22	https://www.focusbuildinginspections.com/portfolio/tag/Dardanelle	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/tag/Dardanelle.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Arkansas)
15:07:37	104046/104046	---MCZ	200	added ('OK')	text/html	etag:W/%22181ec3541744402c04c56cabec3d7a52--gzip%22	https://www.focusbuildinginspections.com/portfolio/208-e-main-st-downtown-gentry-ar	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/208-e-main-st-downtown-gentry-ar.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Arkansas)
15:07:38	69035/69035	---MCZ	200	added ('OK')	text/html	etag:W/%22ff3652c8343667210f99e20ed04fdbea--gzip%22	https://www.focusbuildinginspections.com/portfolio/tag/Gentry	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/tag/Gentry.html	(from https://www.focusbuildinginspections.com/portfolio/tag/Arkansas)
15:07:38	20695/20695	---M-Z	200	added ('OK')	text/html	etag:W/%22910db8967beebe04e2e82eff3e294ee1--gzip%22	https://www.focusbuildinginspections.com/portfolio/10829-e-41st-st-tulsa-ok?format=amp	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/www.focusbuildinginspections.com/portfolio/10829-e-41st-st-tulsa-ok22c8.html	(from https://www.focusbuildinginspections.com/portfolio/10829-e-41st-st-tulsa-ok)
15:07:38	0/0	---M--	301	error ('Moved%20Permanently')	image/jpeg	date:Mon,%2019%20Aug%202024%2019:07:39%20GMT	http://static1.squarespace.com/static/5d001d104818a50001b97de8/t/66bc217a91c1d1104169be7a/1723605371088/10829+E+41st+St+Tulsa+OK+-+Commercial+Building+Inspection+-+Loopnet.jpg?format=1500w	C:/Temp/Projects/CMAInspectionWebsite/Focus%20Website/static1.squarespace.com/static/5d001d104818a50001b97de8/t/66bc217a91c1d1104169be7a/1723605371088/10829+E+41st+St+Tulsa+OK+-+Commercial+Building+Inspection+-+Loopnet.19326f7.delayed	(from https://www.focusbuildinginspections.com/portfolio/10829-e-41st-st-tulsa-ok)
